Id,SalePrice
1113,249431.92151446128
1812,201489.11665105663
117,146105.8069984374
1142,210994.16953519743
2342,354870.67745653633
927,137014.1200845578
2478,179114.67165708417
655,72712.68089880646
2064,130331.90658201327
369,246963.7254933227
2239,130468.33855090413
2732,214980.97132776366
1653,165425.7661247257
959,211572.07521814667
2395,310788.263459935
1412,112429.44888543115
271,254957.2294705874
1484,183665.6726108164
1497,142360.18799432757
552,178286.13705424752
2,124612.55134663651
1855,280089.3955449324
4,265717.84345286014
2292,171333.94429696896
134,132708.34541603335
646,101573.42430788657
42,303956.6181905169
532,225581.39342981676
713,96565.74195592063
2561,136131.7104166051
2360,129658.610895766
1333,124448.34361270344
1407,204452.41332655688
2892,286590.90059882216
574,243271.23542969028
1227,189106.22222073888
2591,244285.88229709023
1476,222453.88358581546
1125,279437.2996214804
1446,141267.55057278808
408,116388.63654395772
1101,283674.202858638
2251,194705.60949544222
373,177249.10806874034
2554,119883.17957351598
2382,258730.40656268728
1985,80414.94041299578
519,232180.5787606146
1093,195685.4543211213
864,260073.44917081404
2889,153128.87072661566
2308,182841.36755852384
986,152377.65478979406
1302,153584.0454701604
585,149476.81869210562
2708,124148.45149085068
147,120152.00030678874
1441,233079.91644836636
383,177548.06019710648
285,149343.4763264951
181,116700.23371129518
358,194336.65274646186
780,167422.36574797332
258,190286.4723392649
1865,208824.70399499964
692,122644.4102440412
2902,302032.13462622475
508,259870.463294622
2638,153259.18517478445
36,155869.24851736642
611,162910.3406478372
2281,126006.03609620525
1678,157871.01265859389
1696,383208.8229962958
1557,58813.34092204491
2180,147726.02964509424
1726,228836.83583895303
951,141567.7420199264
267,237296.18187764473
2706,124777.23000542088
2221,217680.01314089223
1357,162022.25794909816
2901,297353.29368175514
347,176202.50596536713
2164,207603.35484061806
1586,293911.8781698875
360,172162.4837068002
1769,227334.89353374077
2617,196326.14442286923
1879,147038.02074140628
991,192896.92664576613
1535,123523.60711844603
1191,146896.87911815697
1579,218701.96409197943
1882,123132.20036276718
1510,128961.51944974676
2196,174329.57383751625
1845,203027.38392308538
2336,337004.98264559894
942,105235.78929362539
861,113818.79746843548
2555,110596.0554825441
1392,158722.75131888784
2099,262141.67700088135
1543,139696.3380027181
948,279491.76368482865
1239,168342.54440211292
22,203079.2117670371
2796,249891.98366193654
2747,200333.7983419976
92,290668.4706596472
210,173710.03571716076
1858,234020.36331324725
2228,179867.0269061815
447,226356.0673287925
827,245358.00747690827
1649,229012.58562436933
682,119447.99044843158
2698,120989.7150787114
494,159551.2805609775
214,110830.99360236907
2441,237312.54499377985
2679,115715.44352496043
1336,117956.73623925372
465,205125.64415382862
1524,162023.38573676837
2543,121646.40517033127
631,143461.03450675038
2452,296202.75692822423
228,154111.41761158532
126,157159.49662972643
1092,228362.7298423611
1122,217388.22102189047
932,212145.61833346123
1980,80854.99630948286
2171,107899.30587103002
551,154628.65702764428
2768,179713.6803777077
2056,106045.61513773091
1159,322843.6596008311
2645,138144.7468596444
1174,207561.36148593502
2266,224189.22204053873
2462,337382.95903435897
1219,140384.39548255602
2922,167195.0780163662
118,138773.79039060784
474,196209.70864650075
2576,145306.04655259807
872,275150.41305086954
1077,230146.86231727633
1536,148092.58410783717
1150,127388.02433383852
2341,278629.0338422416
1931,142128.47782366187
2785,128084.41024156605
2538,120002.69070460359
597,207708.2110608204
464,208522.55964415084
233,241382.38139482954
2169,143308.55290217992
2123,174451.85884776633
1867,179506.28939371297
137,239003.5793323238
515,221441.88552663362
933,127265.10063626361
2784,148357.8053006336
972,178300.3526952141
599,162231.49898589344
2614,145985.5530038999
2582,152031.74354483216
1409,187338.98562009505
175,104900.93024115526
352,203461.6138295528
976,107659.53876522067
2134,212015.3764913791
984,104935.3986166892
2396,325129.36601506965
1673,154848.9126965317
404,127048.7414008737
607,174432.58707458357
814,192611.14112565026
868,211907.0761087429
2271,209972.71260480816
1633,243520.5522866706
337,171327.52640438185
2765,165227.2765539552
1746,203971.73421107433
368,297125.3433526257
2806,216008.08779288694
1662,176177.35646273196
1234,215767.15011788145
1373,126809.1333116786
1672,95219.17420645562
1939,132224.3698710176
